0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.500000,1.500000,1.000000,2.500000,1.500000,2.500000,1.500000,1.500000,2.000000,2.000000
6.000000,6.000000,6.000000,6.500000,6.000000,6.000000,5.500000,7.000000,6.000000,5.000000
13.000000,11.500000,12.500000,13.500000,14.500000,12.000000,13.500000,15.500000,13.500000,13.500000
20.500000,20.000000,21.500000,22.500000,23.000000,20.500000,21.500000,22.000000,22.000000,20.500000
28.000000,28.500000,28.500000,29.000000,30.500000,27.500000,30.000000,29.500000,29.000000,29.000000
36.000000,37.000000,37.000000,36.000000,37.000000,35.000000,36.500000,36.500000,37.000000,36.500000
45.000000,42.000000,44.000000,43.500000,44.500000,43.000000,43.000000,44.500000,43.500000,42.000000
